CUST_ID,GENDER,MARITAL_STATUS,NATIONALITY,EDUCATION,EMPLOYMENT,OCCUPATION,AGE_IN_YEARS,NO_OF_DIFFERENT_PRODUCTS,LOAN_DEFAULT,DATE_OF_BIRTH,FIRST_CUSTOMER_OPENING_DATE,weekday
105426,Female,Single,Greek,n/a,University - College Student,n/a,18.71321,2,T,1985-08-13,2003-09-04,1.0
105465,Male,Married,British,n/a,Private Company / Partnership,Technicians,44.895277,4,F,1959-06-08,2003-09-05,0.0
105493,Female,Married,Other,Secondary,Private Company / Partnership,Other Businessmen,48.670773,3,F,1955-08-29,2003-09-08,0.0
105518,Male,Single,British,n/a,Private Company / Partnership,MILITARY,22.067077,2,F,1982-04-06,2003-09-08,1.0
105538,Male,Single,British,n/a,Unemployed,Other Professionals,23.460643,2,F,1980-11-13,2003-09-08,3.0
105564,Female,Married,Other,College/University,Selfemployed,Teachers / Professors,26.190281,2,F,1978-02-20,2003-09-09,0.0
105594,Male,Single,Other,Elementary,Private Company / Partnership,Unskilled Worker,22.412047,2,T,1981-12-01,2003-09-09,1.0
105635,Female,Married,Other,n/a,Retired,n/a,51.830253,1,F,1952-07-01,2003-09-10,1.0
105673,Male,Married,Other,n/a,Retired,n/a,58.412047,4,F,1945-12-01,2003-09-11,5.0
105706,Male,Single,Other,Elementary,Private Company / Partnership,Unskilled Worker,27.164956,2,T,1977-03-01,2003-09-12,1.0
105739,Female,Single,Other,n/a,Private Company / Partnership,Unskilled Worker,25.078713,2,T,1979-04-02,2003-09-15,0.0
105777,Female,Married,Other,n/a,Private Company / Partnership,Unskilled Worker,26.680356,2,F,1977-08-25,2003-09-15,3.0
105796,Male,Married,Russians,Elementary,Selfemployed,Construction companies Owne,24.717317,2,F,1979-08-12,2003-09-16,6.0
105816,Male,Single,Other,n/a,University - College Student,n/a,26.308008,2,T,1978-01-08,2003-09-16,6.0
105833,Male,Single,Other,n/a,University - College Student,n/a,19.915127,2,F,1984-05-31,2003-09-17,3.0
105863,Male,Single,Other,Secondary,Private Company / Partnership,Skilled Worker,32.744695,2,T,1971-08-02,2003-09-18,0.0
105891,Female,Married,British,n/a,Housewife,n/a,62.036961,1,F,1942-04-17,2003-09-19,4.0
105903,Female,Married,Russians,n/a,Housewife,n/a,26.225873,2,F,1978-02-07,2003-09-19,1.0
105923,Male,Married,Greek,Secondary,Private Company / Partnership,Technicians,49.856263,2,F,1954-06-22,2003-09-22,1.0
105945,Male,Single,Other,n/a,University - College Student,n/a,21.724846,2,T,1982-08-09,2003-09-22,0.0
105965,Male,Married,British,n/a,Government - Semi-Government,MILITARY,37.013005,3,F,1967-04-26,2003-09-22,2.0
105987,Male,Married,Other,n/a,Government - Semi-Government,Diplomats,51.726215,4,F,1952-08-08,2003-09-23,4.0
106015,Male,Single,Greek,College/University,Private Company / Partnership,Teachers / Professors,30.96783,2,F,1973-05-12,2003-09-23,5.0
106032,Male,Married,Greek,Secondary,Private Company / Partnership,Skilled Worker,26.754278,2,T,1977-07-29,2003-09-23,4.0
106055,Male,Married,British,n/a,Private Company / Partnership,Other Professionals,49.889117,3,F,1954-06-10,2003-09-24,3.0
106071,Female,Single,Other,n/a,University - College Student,n/a,25.686516,3,T,1978-08-23,2003-09-24,2.0
106096,Male,Married,Greek,n/a,Private Company / Partnership,Salesmen,43.797399,1,F,1960-07-13,2003-09-25,2.0
106112,Female,Married,Russians,n/a,Private Company / Partnership,Other Professionals,29.043121,3,F,1975-04-15,2003-09-25,1.0
106140,Female,Single,British,n/a,Private Company / Partnership,MILITARY,26.442163,4,F,1977-11-20,2003-09-26,6.0
106165,Male,Single,Other,n/a,University - College Student,n/a,23.789185,2,F,1980-07-16,2003-09-26,2.0
106181,Male,Single,Other,n/a,University - College Student,n/a,21.913758,3,F,1982-06-01,2003-09-26,1.0
106201,Male,Single,Other,n/a,University - College Student,n/a,20.807666,3,T,1983-07-10,2003-09-29,6.0
106214,Male,Single,Other,n/a,University - College Student,n/a,21.486653,2,F,1982-11-04,2003-09-29,3.0
106244,Female,Married,Russians,n/a,Housewife,n/a,48.706366,1,F,1955-08-16,2003-09-29,1.0
106266,Male,Single,British,n/a,Private Company / Partnership,Skilled Worker,37.522245,3,F,1966-10-22,2003-09-29,5.0
106281,Male,Single,Other,Secondary,University - College Student,n/a,23.019849,3,F,1981-04-23,2003-09-29,3.0
106296,Female,Married,British,n/a,Housewife,n/a,27.665982,1,F,1976-08-30,2003-09-29,0.0
106324,Female,Single,Other,n/a,Private Company / Partnership,Skilled Worker,29.659138,3,F,1974-09-02,2003-09-30,0.0
106342,Female,Single,Other,n/a,University - College Student,n/a,30.748802,2,F,1973-07-31,2003-09-30,1.0
106358,Male,Single,Other,College/University,University - College Student,n/a,23.156742,3,F,1981-03-04,2003-09-30,2.0
106379,Female,Single,Other,n/a,Private Company / Partnership,Merchants,32.580424,2,T,1971-10-01,2003-10-02,4.0
106398,Male,Single,Greek,Secondary,Private Company / Partnership,Salesmen,25.667351,2,F,1978-08-30,2003-10-02,2.0
106424,Male,Married,Other,n/a,Private Company / Partnership,Other Professionals,29.311431,2,T,1975-01-07,2003-10-02,1.0
106439,Female,Single,Greek,Secondary,Private Company / Partnership,Merchants,18.658453,2,F,1985-09-02,2003-10-03,0.0
106460,Female,Married,British,n/a,Housewife,n/a,25.848049,1,F,1978-06-25,2003-10-03,6.0
106480,Male,Single,Other,n/a,University - College Student,n/a,22.401095,3,F,1981-12-05,2003-10-03,5.0
106500,Male,Single,Other,College/University,University - College Student,n/a,28.347707,2,F,1975-12-25,2003-10-03,3.0
106519,Female,Married,British,n/a,Housewife,n/a,30.039699,1,F,1974-04-16,2003-10-03,1.0
106543,Male,Single,Other,n/a,University - College Student,n/a,24.328542,3,T,1980-01-01,2003-10-06,1.0
106560,Female,Single,Other,n/a,Partial Employment,Unskilled Worker,45.560575,2,F,1958-10-08,2003-10-06,2.0
106586,Male,Single,Other,College/University,University - College Student,n/a,28.66256,2,T,1975-09-01,2003-10-06,0.0
106602,Male,Single,Greek,n/a,Private Company / Partnership,Other Professionals,21.245722,2,F,1983-01-31,2003-10-06,0.0
106629,Male,Single,Other,n/a,University - College Student,n/a,24.194387,2,T,1980-02-19,2003-10-07,1.0
106649,Male,Single,Other,College/University,University - College Student,n/a,24.021903,2,T,1980-04-22,2003-10-07,1.0
106673,Male,Single,Other,College/University,University - College Student,n/a,24.514716,2,T,1979-10-25,2003-10-07,3.0
106693,Female,Single,Other,College/University,University - College Student,n/a,23.329227,2,T,1980-12-31,2003-10-07,2.0
106713,Male,Married,Greek,n/a,Private Company / Partnership,Unskilled Worker,40.66256,2,F,1963-09-01,2003-10-08,6.0
106734,Female,Married,Greek,Masters/PHD,Selfemployed,Doctors,34.96783,1,T,1969-05-12,2003-10-08,0.0
106752,Male,Married,British,n/a,Private Company / Partnership,Other Businessmen,54.214921,2,F,1950-02-11,2003-10-08,5.0
106780,Male,Married,British,n/a,Private Company / Partnership,Teachers / Professors,61.601643,2,F,1942-09-23,2003-10-08,2.0
106796,Male,Single,Other,n/a,University - College Student,n/a,18.836413,3,F,1985-06-29,2003-10-08,5.0
106813,Male,Single,Other,College/University,University - College Student,n/a,26.080767,2,T,1978-04-01,2003-10-09,5.0
106840,Male,Single,Other,n/a,University - College Student,n/a,25.555099,3,T,1978-10-10,2003-10-09,1.0
106859,Male,Single,Other,College/University,University - College Student,n/a,21.820671,2,T,1982-07-05,2003-10-09,0.0
106879,Female,Single,Other,College/University,University - College Student,n/a,19.526352,2,T,1984-10-20,2003-10-10,5.0
106901,Male,Married,British,n/a,Private Company / Partnership,Other Professionals,50.373717,3,F,1953-12-15,2003-10-10,1.0
106924,Female,Single,Other,College/University,University - College Student,n/a,24.328542,2,F,1980-01-01,2003-10-10,1.0
106952,Male,Single,Other,n/a,University - College Student,n/a,30.937714,3,T,1973-05-23,2003-10-13,2.0
106972,Male,Single,Other,n/a,University - College Student,n/a,25.327858,2,F,1979-01-01,2003-10-13,0.0
106997,Male,Single,Other,n/a,University - College Student,n/a,27.301848,3,T,1977-01-10,2003-10-13,0.0
107011,Male,Single,Other,n/a,University - College Student,n/a,23.37577,2,F,1980-12-14,2003-10-13,6.0
107028,Male,Single,Other,Secondary,University - College Student,n/a,24.169747,2,T,1980-02-28,2003-10-13,3.0
107046,Male,Single,Other,n/a,University - College Student,n/a,24.709103,3,T,1979-08-15,2003-10-13,2.0
107066,Male,Single,Other,n/a,University - College Student,n/a,37.708419,3,T,1966-08-15,2003-10-13,0.0
107078,Male,Single,Other,n/a,University - College Student,n/a,31.561944,3,F,1972-10-07,2003-10-13,5.0
107092,Female,Single,Other,Secondary,Housewife,n/a,43.460643,2,F,1960-11-13,2003-10-14,6.0
107116,Male,Single,British,n/a,Government - Semi-Government,MILITARY,21.278576,1,T,1983-01-19,2003-10-14,2.0
107138,Male,Married,British,n/a,Private Company / Partnership,Other Businessmen,60.580424,3,F,1943-10-01,2003-10-14,4.0
107155,Male,Single,Other,n/a,University - College Student,n/a,21.6564,2,F,1982-09-03,2003-10-14,4.0
107171,Male,Single,British,n/a,Selfemployed,Other Businessmen,41.034908,3,F,1963-04-18,2003-10-14,3.0
107186,Female,Married,British,n/a,Private Company / Partnership,Other Businessmen,47.693361,1,F,1956-08-20,2003-10-15,0.0
107200,Male,Single,Other,College/University,University - College Student,n/a,24.375086,2,T,1979-12-15,2003-10-15,5.0
107230,Male,Single,Other,n/a,University - College Student,n/a,26.658453,3,T,1977-09-02,2003-10-15,4.0
107243,Male,Single,Other,n/a,University - College Student,n/a,22.888433,3,F,1981-06-10,2003-10-15,2.0
107263,Male,Single,Other,College/University,University - College Student,n/a,26.138261,2,T,1978-03-11,2003-10-15,5.0
107282,Male,Single,Other,Secondary,University - College Student,n/a,25.097878,3,T,1979-03-26,2003-10-15,0.0
107304,Male,Single,Other,n/a,University - College Student,n/a,21.801506,2,F,1982-07-12,2003-10-16,0.0
107329,Male,Single,Other,College/University,University - College Student,n/a,21.259411,3,F,1983-01-26,2003-10-16,2.0
107352,Male,Married,British,n/a,Government - Semi-Government,MILITARY,44.870637,2,F,1959-06-17,2003-10-16,2.0
107372,Male,Single,Other,Secondary,University - College Student,n/a,23.66872,2,T,1980-08-29,2003-10-16,4.0
107389,Male,Single,Other,n/a,University - College Student,n/a,26.915811,3,T,1977-05-31,2003-10-17,1.0
107414,Male,Single,Other,College/University,University - College Student,n/a,24.752909,2,F,1979-07-30,2003-10-17,0.0
107436,Male,Single,Other,n/a,University - College Student,n/a,26.633812,3,T,1977-09-11,2003-10-17,6.0
107455,Male,Single,Other,College/University,University - College Student,n/a,28.533881,2,F,1975-10-18,2003-10-17,5.0
107480,Male,Single,Other,n/a,University - College Student,n/a,23.646817,3,T,1980-09-06,2003-10-20,5.0
107507,Male,Single,Other,College/University,University - College Student,n/a,19.84668,2,T,1984-06-25,2003-10-20,0.0
107521,Male,Married,British,n/a,Private Company / Partnership,Other Businessmen,55.698836,3,F,1948-08-18,2003-10-20,2.0
107534,Male,Married,British,n/a,Private Company / Partnership,Other Businessmen,49.587953,3,F,1954-09-28,2003-10-20,1.0
107550,Male,Married,Other,College/University,University - College Student,n/a,31.597536,2,T,1972-09-24,2003-10-20,6.0
107569,Male,Single,Other,Secondary,University - College Student,n/a,26.406571,2,T,1977-12-03,2003-10-20,5.0
107589,Male,Single,Russians,College/University,University - College Student,n/a,26.2423,2,F,1978-02-01,2003-10-20,2.0
107608,Female,Married,British,n/a,Private Company / Partnership,Other Professionals,44.33128,1,F,1959-12-31,2003-10-21,3.0
107626,Male,Single,Other,College/University,University - College Student,n/a,20.303901,3,F,1984-01-10,2003-10-21,1.0
107644,Male,Single,Other,n/a,University - College Student,n/a,20.386037,3,T,1983-12-11,2003-10-21,6.0
107664,Female,Married,Other,College/University,Private Company / Partnership,Other Professionals,36.950034,1,F,1967-05-19,2003-10-21,4.0
107687,Male,Single,Other,n/a,University - College Student,n/a,24.054757,3,T,1980-04-10,2003-10-22,3.0
107703,Male,Single,Other,College/University,University - College Student,n/a,20.791239,2,F,1983-07-16,2003-10-22,5.0
107720,Male,Single,Other,n/a,University - College Student,n/a,22.198494,2,T,1982-02-17,2003-10-22,2.0
107741,Female,Married,British,n/a,Private Company / Partnership,Other Professionals,46.058864,4,F,1958-04-09,2003-10-22,2.0
107762,Male,Single,Other,Secondary,University - College Student,n/a,25.590691,2,F,1978-09-27,2003-10-23,2.0
107784,Male,Single,British,Secondary,Retired,n/a,57.40178,1,F,1946-12-05,2003-10-23,3.0
107802,Male,Single,Other,n/a,University - College Student,n/a,23.370294,3,T,1980-12-16,2003-10-23,1.0
107815,Male,Single,Other,College/University,University - College Student,n/a,28.049281,3,T,1976-04-12,2003-10-23,0.0
107834,Male,Single,Other,College/University,University - College Student,n/a,19.030801,2,T,1985-04-19,2003-10-24,4.0
107861,Male,Single,Other,College/University,University - College Student,n/a,26.94319,2,F,1977-05-21,2003-10-24,5.0
107878,Male,Single,Other,n/a,University - College Student,n/a,25.232033,3,F,1979-02-05,2003-10-24,0.0
107895,Female,Divorced,Other,n/a,Private Company / Partnership,Unskilled Worker,42.945927,2,F,1961-05-20,2003-10-27,5.0
107915,Male,Single,Other,College/University,University - College Student,n/a,22.362765,2,T,1981-12-19,2003-10-27,5.0
107931,Male,Single,Other,n/a,University - College Student,n/a,22.688569,2,T,1981-08-22,2003-10-27,5.0
107948,Male,Single,Other,College/University,University - College Student,n/a,19.649555,3,T,1984-09-05,2003-10-27,2.0
107969,Male,Single,Other,n/a,University - College Student,n/a,26.119097,3,F,1978-03-18,2003-10-27,5.0
107984,Female,Single,British,n/a,Private Company / Partnership,Skilled Worker,51.671458,1,F,1952-08-28,2003-10-27,3.0
108002,Male,Single,Other,College/University,University - College Student,n/a,25.634497,2,T,1978-09-11,2003-10-27,0.0
108014,Male,Single,Other,n/a,University - College Student,n/a,27.241615,3,T,1977-02-01,2003-10-27,1.0
108039,Male,Single,British,n/a,Private Company / Partnership,MILITARY,31.055441,4,F,1973-04-10,2003-10-27,1.0
108067,Female,Single,British,n/a,Private Company / Partnership,Other Professionals,36.821355,3,T,1967-07-05,2003-10-29,2.0
108086,Male,Single,Other,Secondary,University - College Student,n/a,24.271047,2,T,1980-01-22,2003-10-29,1.0
108104,Male,Single,Other,n/a,University - College Student,n/a,24.766598,3,F,1979-07-25,2003-10-29,2.0
108115,Male,Single,Other,n/a,University - College Student,n/a,22.239562,2,T,1982-02-02,2003-10-29,1.0
108128,Male,Single,Other,College/University,University - College Student,n/a,26.913073,2,T,1977-06-01,2003-10-29,2.0
108143,Male,Married,British,n/a,Retired,n/a,63.129363,2,F,1941-03-14,2003-10-29,4.0
108163,Female,Married,Other,n/a,Private Company / Partnership,Clerical Staff,28.626968,3,T,1975-09-14,2003-10-30,6.0
108183,Male,Single,Other,n/a,University - College Student,n/a,23.386721,3,F,1980-12-10,2003-10-30,2.0
108202,Male,Single,Other,Secondary,University - College Student,n/a,19.427789,2,T,1984-11-25,2003-10-30,6.0
108219,Male,Single,Other,n/a,University - College Student,n/a,20.744695,2,T,1983-08-02,2003-10-30,1.0
108241,Male,Married,British,n/a,Government - Semi-Government,MILITARY,33.489391,3,F,1970-11-03,2003-10-31,1.0
108261,Female,Married,Lebanese,n/a,Government - Semi-Government,Diplomats,46.401095,1,F,1957-12-05,2003-10-31,3.0
108278,Male,Single,Other,n/a,University - College Student,n/a,25.327858,3,T,1979-01-01,2003-10-31,0.0
108302,Female,Married,Russians,n/a,Private Company / Partnership,Other Businessmen,30.855578,3,F,1973-06-22,2003-11-03,4.0
108319,Male,Single,Other,n/a,University - College Student,n/a,28.40794,3,T,1975-12-03,2003-11-03,2.0
108338,Female,Married,British,n/a,Housewife,n/a,34.926762,1,F,1969-05-27,2003-11-03,1.0
108351,Female,Married,Other,n/a,University - College Student,n/a,24.276523,2,T,1980-01-20,2003-11-03,6.0
108370,Male,Single,Other,n/a,University - College Student,n/a,24.791239,2,T,1979-07-16,2003-11-03,0.0
108385,Male,Single,Other,Secondary,University - College Student,n/a,21.91102,2,F,1982-06-02,2003-11-03,2.0
108399,Male,Single,Other,n/a,University - College Student,n/a,28.328542,3,F,1976-01-01,2003-11-03,3.0
108417,Female,Married,Greek,n/a,Private Company / Partnership,Other Professionals,19.214237,2,T,1985-02-11,2003-11-03,0.0
108444,Male,Married,British,n/a,Selfemployed,Restaurant or Hotel Owners,53.779603,1,F,1950-07-20,2003-11-04,3.0
108460,Female,Single,Other,n/a,Private Company / Partnership,Skilled Worker,32.265572,2,T,1972-01-24,2003-11-04,0.0
108474,Male,Single,Greek,n/a,Government - Semi-Government,MILITARY,30.151951,2,F,1974-03-06,2003-11-04,2.0
108490,Male,Single,Other,Secondary,University - College Student,n/a,20.13963,2,T,1984-03-10,2003-11-04,5.0
108504,Male,Single,Other,Secondary,University - College Student,n/a,31.326489,2,T,1973-01-01,2003-11-04,0.0
108524,Male,Single,Other,College/University,University - College Student,n/a,21.776865,2,F,1982-07-21,2003-11-05,2.0
108548,Male,Single,Other,n/a,University - College Student,n/a,24.07666,2,T,1980-04-02,2003-11-05,2.0
108563,Male,Single,Other,Secondary,University - College Student,n/a,21.026694,2,T,1983-04-21,2003-11-05,3.0
108577,Male,Single,Other,Secondary,University - College Student,n/a,19.600274,2,F,1984-09-23,2003-11-05,6.0
108605,Female,Married,British,n/a,Retired,n/a,60.21629,1,F,1944-02-11,2003-11-06,4.0
108619,Male,Single,Other,Secondary,University - College Student,n/a,20.599589,2,T,1983-09-24,2003-11-06,5.0
108647,Male,Single,Other,Secondary,University - College Student,n/a,22.231348,2,T,1982-02-05,2003-11-06,4.0
108680,Female,Married,British,College/University,Retired,n/a,46.198494,1,F,1958-02-17,2003-11-07,0.0
108713,Male,Single,Other,Secondary,University - College Student,n/a,19.156742,2,T,1985-03-04,2003-11-07,0.0
108737,Male,Single,Other,Secondary,University - College Student,n/a,27.989049,2,T,1976-05-04,2003-11-10,1.0
108767,Female,Single,Other,n/a,Private Company / Partnership,Unskilled Worker,24.758385,2,T,1979-07-28,2003-11-10,5.0
108793,Male,Single,Other,n/a,University - College Student,n/a,21.152635,2,F,1983-03-06,2003-11-10,6.0
108833,Male,Married,Other,Secondary,Puplic Company,Other Professionals,42.291581,2,F,1962-01-14,2003-11-11,6.0
108854,Male,Single,Other,College/University,University - College Student,n/a,22.132786,3,T,1982-03-13,2003-11-11,5.0
108875,Male,Single,Other,Secondary,University - College Student,n/a,21.327858,2,T,1983-01-01,2003-11-11,5.0
108905,Male,Single,Other,Secondary,University - College Student,n/a,21.237509,2,T,1983-02-03,2003-11-12,3.0
108934,Male,Single,Other,n/a,University - College Student,n/a,24.793977,3,T,1979-07-15,2003-11-13,6.0
108982,Male,Single,Other,n/a,University - College Student,n/a,24.689938,3,T,1979-08-22,2003-11-13,2.0
